Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Barbados,BRB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,29.36072849,3.020982565,9.750335745,6.717506171,12.37833345,44.67810205,12.20028903,9.845767084,5.664288659,5.183243101,3.514327243,4.473495157,7.337770192,2.757355115,6.823577751,3.728308355,4.495282919,2.12239359,5.195366413,2.209842656,1.016149209,2.53841642,0.916898498,8.703256154,4.433423516,-1.322839151,2.255389252,0.907856237,1.115872167,5.828144136,6.667724557,4.124056553,8.567951248,1.716505222,-1.73381244,3.829358415,3.538829285,-0.609918447,2.890782198,0.471730977,-1.820910656,-0.220575531,2.601759315,3.262797138,4.242609507,1.674595223,4.708874981,3.993355285
Brunei Darussalam,BRN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,5.518963851,5.62712678,8.381099413,-2.171429325,12.67188974,86.11396727,9.021595024,-4.838443333,-11.42003532,-1.274171563,-2.464941047,-31.90474758,10.72996071,-7.669073022,8.698049959,8.409963766,-2.837280823,1.726875356,-2.951489527,-8.763626527,2.872997532,4.488755815,8.584853385,-11.64857357,11.59397648,29.01570917,-5.59189805,0.374209529,6.104611064,15.88616466,18.76631914,10.04772148,1.120447694,12.69272996,-22.09141648,16.68828285,20.18050542,1.218702687,-2.82132117,-1.846457284,-17.61280313,-9.167861616,4.953690289,9.215863133,-3.334183376,-10.86375964,15.4659287,24.23672684
Bhutan,BTN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.462555266,7.28714923,7.15835941,10.16368902,6.5086147,7.185437902,1.101172685,14.96487182,5.607915378,6.205353073,8.941284395,8.923289307,8.513450764,12.34125508,8.284382763,8.112632814,12.90687486,10.6962672,6.17025886,7.350196168,5.358776045,4.755219574,3.066148262,3.704944877,5.902775454,5.419860934,2.953441211,5.510470264,4.75628605,5.854311232,8.510299111,9.1799297,5.86984322,6.920960939,3.557068165,4.383411291,11.15257056,1.150858751,3.108002205,5.28736805,7.628020066,
Botswana,BWA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.933946526,1.360735325,1.176826762,2.547498871,3.846275632,5.788742006,7.581551074,2.166149448,1.584355258,5.97859338,4.664180023,10.77542219,9.906612342,12.79692414,16.46728186,11.31552989,4.937383312,12.46681135,21.85636174,10.19028253,-0.088322837,3.695418375,8.745485395,15.42698507,22.89365944,14.06124987,12.69406982,22.69705957,13.64877726,6.300018284,5.177709937,6.639280854,13.06470049,9.463804702,7.155294853,16.11219545,4.990608488,9.967270819,14.23520849,14.17096691,8.312825,1.187370696,3.259084372,10.07878865,15.47170657,5.15439836,6.029197651,9.372730256,15.10893375,7.683061453,12.65332158,3.011841608,1.532120998,9.604002203,3.730317376,11.90491113,-2.649919276,0.057196959,0.507585436,4.378993827,8.349898293,14.56414084
Central African Republic,CAF,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,4.635018524,4.888746868,4.674475701,7.54197105,5.039138701,4.475411048,-0.77441723,16.17240106,-3.852687713,4.4908797,4.938268289,4.644237089,2.199490262,5.380999705,19.32621621,25.99662693,11.37246282,9.228393702,10.92663398,18.26537917,13.87274605,20.91423405,11.10288136,1.419401065,34.14517535,-3.429037228,-2.303351183,2.62405594,2.4562048,1.836645106,-0.389815608,2.782647022,-3.433020318,24.41256968,9.897975858,-3.543045733,0.823381001,-0.414154095,4.08471549,8.506601078,0.425938675,-2.371881706,1.336418631,-4.439785938,4.188437082,3.334045939,1.83823165,7.077070724,0.711628391,4.211309311,4.009115057,6.181036177,2.487486778,11.8938033,2.708263108,2.980114084,6.443706288,-1.224117158,2.327837051,1.982160556,3.185766465,5.967924453
Canada,CAN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.44442708,1.306770807,2.144431819,2.833782707,3.785067302,4.951353868,4.409081595,4.058720858,4.8281626,,,,,,,,,,,,,8.85081025,5.784161371,3.535723228,3.338666339,3.108660729,4.790651576,4.540727099,4.70207392,3.391795161,3.051539176,1.461002144,1.285935252,1.455226123,2.251726605,1.745102262,1.144251321,-0.179362567,1.902620339,4.335401201,1.658621134,1.239049493,3.254673243,3.266266004,3.122887127,2.573810387,3.27836135,3.987170431,-2.313985367,2.849522603,3.235540582,1.213171702,1.737448,1.944598697,-0.876717545,0.75403003,2.56499684,1.61741439,1.566211232,0.615457491,8.153339243,7.193918113
Central Europe and the Baltics,CEB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.96062574,28.36254768,27.33521839,17.95234228,9.922472833,8.177602549,6.164509525,5.565267655,5.121487516,3.937822522,4.300378553,4.916627997,3.115915208,3.880213832,5.443677217,5.511214416,2.979294301,0.929245869,3.116063878,2.224247726,1.364704738,1.34078334,1.005043485,1.141450601,2.947877208,3.527174275,3.207058426,2.37079753,5.26096004,12.76824842
Switzerland,CHE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.661107704,7.348040612,2.366884253,3.759637988,2.270730726,3.034593976,2.193482088,2.79023881,3.458460162,4.603621323,5.409104757,2.124635043,2.322023993,1.184387136,0.737757711,0.280022461,-0.476483337,-0.189259059,0.043770557,1.367285504,0.97438332,-0.249463899,1.179759241,0.296627279,0.924638292,2.150257985,2.377061327,1.44992801,0.45754398,0.312736574,-0.020452917,0.063720263,-0.08684264,-0.653123804,-1.265056875,-0.583291592,-0.367869217,0.764289197,-0.103895158,-0.699187623,1.246191967,2.497159504
Channel Islands,CHI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.097910696,4.39771895,2.747538233,2.241755146,2.625010341,
Chile,CHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.568981593,12.94851643,43.82042735,47.93436208,38.84009537,28.58136081,25.14488754,33.46867015,40.16053256,40.57578593,17.67167165,87.59486368,414.810311,678.6084622,347.2012094,247.3085086,101.7736218,56.28464055,47.9776851,29.1176599,11.56885253,7.656347255,30.96367249,15.73753209,41.68190573,21.45489666,25.84841898,21.71788119,13.75603177,22.4709371,21.3909823,13.46437702,12.16441967,14.46398495,11.68071811,4.079776196,3.330580505,0.778990206,2.187767871,4.560043487,4.277146982,3.340660368,4.300300886,7.024761707,7.120315357,12.34989592,5.088757065,0.311132503,3.577795037,8.857441496,3.26051486,0.763466679,2.260770612,5.852891628,4.954365527,4.560656044,4.828191882,1.590199738,2.572598209,9.637413654,6.797841232,6.642306167
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,15.25399374,-0.114964918,-2.621610651,-0.362038483,0.869780803,-1.562070828,0.813497276,1.363575748,-3.792528717,-2.61457045,0.665937402,0.074185616,0.208465019,0.277735671,-1.131175154,-0.106286228,1.093771776,1.675142498,3.600054772,3.751777057,2.357871421,-0.14035509,1.156795262,4.944162713,10.20939904,4.669020797,5.082516468,12.1076615,8.602465134,5.711224169,6.71453696,8.190323021,15.18586451,20.61698881,13.66569641,6.506730632,1.61656874,-0.900251624,-1.263058944,2.062792613,2.047049466,0.602099076,2.603177715,6.95199268,3.903744269,3.926549398,7.749686492,7.795346038,-0.209533359,6.881380251,8.075684467,2.331217575,2.163370027,1.031063687,-0.002944094,1.407346027,4.232681976,3.499747636,1.286700406,0.492493918,4.55232658,2.248974454
Cote d'Ivoire,CIV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.990063465,3.004819815,3.013917156,2.906177951,3.078867805,0.041603224,1.227751834,5.793799979,1.853917848,2.99084831,-0.941093871,2.511616428,13.22796897,26.69417133,4.313953662,18.22297325,28.75129183,4.433304634,6.541397133,24.14367711,2.976991158,8.30131759,9.046781909,17.90989589,0.343657065,-2.020404836,-4.075206801,-0.380926015,-1.012406524,-4.523273543,0.663489267,-0.023837137,6.154194291,46.38606944,11.04378985,56.28377627,3.921474201,5.387361391,-0.775911929,1.601017287,6.875968797,4.582137352,3.278120693,-2.50335752,1.21513494,1.35953826,3.088549446,5.372933485,1.207779297,1.516217924,5.7093205,-0.404098361,2.876730429,4.407332356,4.775682373,-1.179832436,-1.041677248,1.681976471,1.358081621,1.531998318,2.660000005,2.749999998
Cameroon,CMR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,5.064449088,3.109959069,-0.264119025,4.421033327,2.752431713,0.188376714,23.62918508,5.750729916,5.301961402,7.884003359,3.440124686,7.976383457,6.52953304,10.65609286,5.990072824,19.67444351,5.884773834,3.409806634,12.85276675,14.24589465,8.800193826,12.48195145,12.76307193,13.55219179,11.18712788,0.179235684,-2.392309146,0.813898665,-1.819083163,1.643098431,3.56871353,-1.277671029,55.75537937,5.882472347,6.634514037,0.410559081,6.163811055,1.065869878,2.187788501,1.531562959,2.469358915,2.77449285,1.952914449,0.139487835,1.357141959,2.299674978,0.490708035,4.940536812,3.603515184,0.688187083,2.589044247,1.942285364,3.053459169,2.01421263,0.309791678,0.661808977,1.025141161,1.896991623,1.169771819,0.705572038,2.878931617,5.336612005
"Congo, Dem. Rep.",COD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.099478161,21.24077197,87.8492013,3.547977555,38.95212151,4.973820599,58.57441034,59.88278485,17.73106183,-2.8369489,8.203696789,10.18139846,17.88704949,18.23832299,12.26541798,57.39542838,37.27164873,28.41429852,101.7700362,51.40755417,33.23022211,43.48528356,78.2154729,89.60322156,25.81090939,28.45325651,73.76739789,91.58618549,110.262248,108.9553071,2338.44967,3855.307641,1657.641589,26765.85825,466.4073586,638.1888243,192.6428345,26.93537636,441.9024919,2630.122674,73.05971136,31.71946123,13.41545352,6.365458263,29.86954662,13.32522538,20.27146498,20.46531662,32.65792916,20.78632515,13.79166011,5.939992212,2.771291415,0.993630667,-1.155878593,4.349228945,43.06865976,30.99861215,5.895405374,3.901549571,14.97543455,8.445461981
"Congo, Rep.",COG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,6.293956695,4.253819911,7.773897181,3.855943211,3.025485411,10.02735829,5.51605231,-1.044731795,2.996893422,3.710455212,8.313018622,7.427774077,7.838578677,8.113741279,8.304804548,8.675751336,14.52453145,-0.828343083,17.10159788,20.14400854,27.78912692,6.044738165,6.338371528,12.11139462,2.498540153,-29.17266248,7.626521579,-6.226352984,12.74406018,-1.029068271,-1.480635695,-1.569268413,-1.130828611,36.75282565,3.39592951,17.99192403,4.964517682,-18.22208966,29.35534193,47.04008308,-13.92520817,-1.73892756,-4.25153692,16.80723831,32.49873951,11.38030176,6.740117132,16.26920343,-21.16523311,29.4176838,10.95332551,11.36409024,-1.104562189,-6.464563313,-17.25398754,-3.502487289,12.36567685,22.23444129,-1.317372735,-13.9995549,23.29071471,18.26070343
Colombia,COL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,8.22936825,6.648036081,23.22061954,16.33987941,8.604479453,15.12734732,10.73018353,8.472375965,8.444657586,11.88580425,10.80740058,12.97231078,20.16109939,25.37715,22.80696313,25.45755816,29.15281707,17.09993136,24.04062554,27.61593603,22.7658773,24.76645731,20.4025757,22.1802267,24.88350804,29.16892637,23.37693652,27.75005625,24.68581614,52.33610317,27.00577404,22.66438495,24.84157828,22.09637826,18.85095726,16.86837879,16.83985293,14.77304541,12.62294083,33.67537051,6.518448292,5.968190572,6.829014842,7.283033407,4.753196108,5.807660873,5.202033812,7.677382915,4.064225467,3.804860291,6.386803373,3.616655063,1.907676432,2.235632376,2.449328421,5.148334305,5.1337359,4.630579673,4.002620543,1.480214509,7.667622015,14.33756945
Comoros,COM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,14.56751926,6.529705855,15.20746622,6.159663699,7.071354759,7.392276304,3.22322042,1.937306187,5.960655248,2.1759123,8.118905144,-6.76452931,2.832823707,9.416919269,8.320974495,3.198700339,0.92436655,1.346654371,5.811360423,-4.460024513,8.629983989,4.170655917,5.111829176,3.388361732,0.315881658,3.110763709,3.544922696,3.144289799,0.986041111,1.67515247,3.045688801,4.270482569,1.752157036,0.835044862,-0.522859923,1.714986808,0.402494135,1.83566794,4.209105968,0.669668394,0.059577397,5.162636894
Cabo Verde,CPV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,9.57797518,17.39334871,10.56381811,8.766593894,3.666657855,17.69339592,6.962385149,5.411607871,3.584859041,2.345310322,4.792418838,-4.115844707,49.3540866,-29.17246216,-1.546899299,-0.546135979,-0.835291449,-0.33599059,7.612078278,-7.901103472,5.155334996,-0.363208871,4.921099737,-6.332546995,-1.79488317,4.639770919,18.56841679,3.712743704,1.954558245,0.654415406,2.747040898,0.677607457,1.424760197,-0.100319979,1.620407559,1.679924793,1.296913676,1.704171191,0.694871191,0.366160426,0.009125004,7.742425984
Costa Rica,CRI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,0.516213595,3.168805918,-0.065790708,2.251176718,0.634499413,2.049118212,2.277800696,1.992528669,4.568061556,7.317473461,2.443549722,6.413089167,14.84042114,23.21302672,24.54088981,16.6017817,16.93877814,7.908481531,9.14996822,18.82958041,41.10214861,84.1718894,28.93150769,16.69450631,20.54521466,18.04992352,10.14438327,18.83927343,15.24831945,18.5479003,64.77468662,19.72885313,10.43557217,15.67047734,21.23624379,15.07506684,14.67989293,11.93819493,11.02947136,9.389713549,9.720937906,9.786886284,10.64823699,13.35034943,13.01332544,12.98431049,10.51678594,11.42378579,9.701330913,6.628844912,4.593225142,4.733632968,4.590211673,6.206920425,3.955215396,1.958764799,2.85888373,2.192478428,2.566792118,0.772593247,2.374130826,6.280385137
Caribbean small states,CSS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,4.609523615,3.310624488,2.949616542,3.089864623,5.063903656,6.36318855,14.67627088,25.44762532,16.17321747,2.705323918,11.11841614,8.09491903,11.50192962,12.41616952,7.355999413,5.766828687,5.664288659,6.010707141,4.450868453,4.583562645,7.337770192,4.498859355,6.823577751,7.603026342,4.826656365,3.905565437,1.990850299,3.244587998,3.053150632,2.748452259,1.493699769,2.800181585,2.780021195,1.553300159,2.144176943,0.790588617,1.154879054,3.792006514,5.056008398,4.124056553,6.324377132,3.517561299,0.318436532,3.829358415,3.538829285,2.013368708,1.913552957,1.064820271,2.788170374,1.285119131,2.601759315,1.460290123,2.961188463,-0.549657421,4.708874981,3.993355285
Cuba,CUB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,11.85718281,6.958653747,3.251543957,11.85888112,4.329206231,0.523193938,-4.193924377,9.321215051,2.928014019,5.395328572,-2.536947714,-2.227549547,1.596603887,2.584389775,-2.157535172,-3.914061042,0.610485387,1.233220405,0.624843951,5.261274572,-7.387843455,3.745721344,18.97549184,26.28203172,10.50866723,-2.671616988,-1.352587126,1.299105178,3.789095964,1.741163742,0.454939112,4.533175759,2.973510543,0.605978559,0.380080608,10.36556133,3.589775462,-0.344532567,0.634175021,1.202048529,4.323767132,2.914057805,2.65783024,3.463375741,3.439048763,4.328349243,4.113590901,1.032269335,3.544742994,16.55596262,401.5911913,14.15540196
Curacao,CUW,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.789998571,0.410001234,1.619999858,1.380000069,4.100000753,3.130000958,2.999996765,6.900002851,1.79999793,2.779999929,-1.222272918,3.184,1.3323,1.4987,-0.476488483,-0.047261924,1.5855,2.5848,2.6259,2.18,3.7585,4.040684992
Cayman Islands,CYM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.072848534,3.047727495,0.610375781,-0.206405838,-0.460452988,1.261413171,1.378203316,0.886728378,0.341900568,1.000092333,1.986798246,2.662799499,3.396312039,0.156932051,2.615281755,9.519215594
Cyprus,CYP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,8.028744407,8.896885737,11.07304426,13.13670498,14.15334345,12.38885231,10.35260037,5.044604105,8.181919734,5.667708628,4.15066894,3.861848707,3.193692659,4.751743925,5.433124951,3.888006161,6.041382276,4.803132987,5.270982343,13.59780684,2.641011122,2.236907357,1.965679711,2.301992019,2.74340599,3.660304745,0.296405182,5.387673986,2.709268188,2.019495113,3.086230037,4.138208469,4.734840121,0.263119072,1.880282357,1.61710658,1.675270124,-0.945904602,-1.333778547,-0.754048101,-0.572261904,1.038442846,1.003866522,1.325077501,-1.363715543,2.68580578,6.065631484
Czechia,CZE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19238838,12.35726257,21.00880289,12.34196664,8.821120813,9.905093928,8.311507149,9.807963686,3.041796274,1.842133728,4.889284958,2.724349395,1.292722631,4.049045319,0.09494427,0.654105321,3.540381807,2.009581237,2.587820681,-1.425313992,-0.020571958,1.450921071,1.364704738,2.578536316,0.99227616,1.141450601,1.306944317,2.567573971,3.888953446,4.318402839,3.327809592,8.53231938
Germany,DEU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,7.621336524,4.5318571,6.299513718,7.275290303,5.666623539,3.306194528,3.100718202,3.545841897,4.278140656,5.451189389,4.175238788,4.581058532,2.807938539,1.989146342,2.124725708,2.999543115,1.279663554,1.690461277,2.879066827,3.39664345,3.08507976,5.306196642,3.88366392,2.051608029,1.981324649,0.602279503,0.272816322,0.688465401,0.343135142,-0.489389005,1.30499491,1.378125824,1.321253524,1.115595867,0.405207332,0.397281155,1.770273207,0.909330422,1.841891638,0.645275771,1.069483745,1.496488838,1.959391683,1.877939854,1.853678824,1.327752223,1.503738989,2.007492441,2.130309051,1.872585648,3.019638074,5.268325424
Djibouti,DJI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.262304414,1.807100821,0.302782334,0.56223153,0.656016213,0.449797431,1.777809766,1.701031369,0.67350642
Dominica,DMA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,12.66952716,17.9587702,16.70987411,1.75796263,4.714872744,7.459474744,6.177908566,7.934208584,5.641478955,5.693870048,4.498859355,8.407411739,3.208355327,7.650728195,4.386876591,2.679710499,7.639527025,0.783933917,3.264948082,1.444868204,2.540112932,2.536389911,-1.782730606,2.084345371,0.790588617,-3.119272981,3.792006514,-1.448227844,2.367080499,1.525048634,1.508378116,8.003913875,0.296969745,1.685321882,-1.961543346,3.566486867,-0.297826834,6.819833773,3.697898703,-3.073314798,2.724915826,4.483286354,-1.133721486,3.025965159,3.547519206
Denmark,DNK,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,4.454220736,5.632591484,7.161901952,9.031344516,7.445787035,9.601149683,10.6203008,13.26644296,13.3558083,9.380088488,8.875873973,8.954735348,7.068544932,8.810549597,10.69395761,10.14453619,7.385840522,5.959390666,4.290953964,2.315585946,4.75468875,3.944579025,4.965285147,2.602447219,2.659452744,1.655911087,0.579917804,1.565502359,1.282390629,2.014183625,2.013919571,1.232142859,1.684753725,3.017974288,2.518414226,2.347647464,1.481829809,2.095733093,2.906424049,2.076179572,2.432280585,4.134692969,0.529022254,3.224072874,0.638643468,2.375183628,0.888170882,1.032108578,0.433060802,0.254595167,1.184661612,0.747856838,1.048794244,2.926325312,2.8566837,8.066962466
Dominican Republic,DOM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-0.417940394,7.640188929,7.190403121,2.106255912,-1.05685934,-2.358710039,1.786307542,4.032527887,2.830483908,2.111706324,1.184239425,8.027382235,4.506396754,17.70917739,16.94678889,2.86725145,10.57635585,1.048058864,11.11078412,13.88440442,7.242219267,7.512025238,6.596398252,24.18429047,38.36728914,9.387271078,14.42294875,43.53587149,23.60881042,50.45926308,102.9614412,5.568290059,4.983763062,10.13587567,9.652386002,3.669736843,9.451332812,6.504701252,3.834154402,7.207762797,6.040738836,6.920668849,33.46154066,45.16631005,5.781251843,6.641244773,7.636627437,10.39168751,3.498146566,5.443413315,8.060755175,5.098181545,4.692819142,4.321288938,2.471885977,1.993678465,4.181375034,4.121489687,2.525618656,4.72350402,7.777158111,10.71415565
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,3.471720283,2.351279051,0.549331893,1.695182815,1.501331457,1.817814542,1.312041019,3.142056299,1.921084544,4.94044573,17.15196385,-4.606461017,9.627611645,48.89659042,5.91402211,10.84059272,11.92709942,10.08512107,13.98783792,25.86203876,14.35399949,1.939794208,6.804795887,8.433505562,4.972526402,2.405343253,8.842020422,9.060963477,16.01137352,30.25959854,53.78860417,21.92611452,13.62442466,29.07764732,28.57703753,24.02190407,7.001963048,-3.131088697,10.85633631,22.67800919,-0.47340196,1.320427853,8.330733636,12.24763194,16.12535042,10.54670428,6.395337254,15.31058101,-11.16161545,16.1199809,18.22801225,7.458336521,-0.093304378,-0.300580433,-6.455650414,1.548880547,6.390654714,6.757215242,-0.472073341,-5.025985048,15.56748265,21.51758493
East Asia & Pacific (excluding high income),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,6.218122872,6.816755346,6.514383335,2.931490546,2.453880549,7.590921303,8.496710422,6.282702487,7.842954436,7.24567442,7.288856256,6.490654767,7.738584156,6.69127,5.548390789,6.132445794,7.755831942,5.928091011,2.935300827,3.495877089,4.465009988,3.245532103,4.29328757,6.360932402,4.867661336,5.963039392,7.526054959,1.721424956,4.300334679,4.944617989,3.665196137,2.349282218,3.038474773,2.439697491,2.634746724,3.155502193,3.353196455,1.523017693,0.879762902,4.132887473,5.901047115
Early-demographic dividend,EAR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.454312327,1.524179794,2.845416316,2.685892054,2.998538387,4.120046535,2.621119967,2.166149448,2.796368385,3.708353022,5.32484106,6.576831992,15.30147354,21.71062296,11.79694447,10.29198495,10.54151087,9.35615313,14.94096759,15.58848252,10.07733958,7.512025238,8.06034808,10.36170577,7.193785445,7.474871592,9.399947966,9.796055394,8.996390744,12.24774729,12.7581993,8.944220835,10.84176181,10.97042674,9.767215566,8.788257132,7.196131903,7.151937009,6.837045118,7.350196168,6.012792434,4.759817375,5.539337447,7.611524316,6.814730747,8.343721126,6.944418254,11.36509192,4.873126919,6.899265094,8.060755175,4.985253061,4.337676095,4.178363979,3.225428922,3.022306443,4.181375034,3.841786633,3.061879455,3.226936685,6.260402781,7.736482323
East Asia & Pacific,EAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,5.959669633,10.78600572,13.30757401,9.525083463,6.918343384,6.36357128,6.976338122,3.685778325,3.368437584,7.497125854,7.328015615,6.065125847,6.092179347,6.412955335,5.812316319,3.734077442,6.321148925,3.633419553,3.679903385,4.003285763,3.41364075,3.078638999,2.55075058,2.987417559,3.081011422,2.603177715,3.127880288,3.94943883,4.0539579,3.169374845,6.796866361,1.79591478,2.929044854,3.820472697,2.730657264,1.936750633,2.272644777,2.435482086,2.115397512,2.877870351,3.111821367,1.546549191,1.22360924,3.008051283,5.517789704
Europe & Central Asia (excluding high income),ECA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93930504,96.10286546,1030.776811,1058.714498,952.3071497,161.0262955,44.53496043,17.90489498,11.35525776,24.75322407,23.0482109,10.20091587,5.803224097,8.320774204,8.431835821,7.936643622,10.74861574,12.87270223,12.04615359,3.217636202,8.901309514,8.831580914,5.772571687,3.499917046,3.403866498,2.583659403,3.394406301,5.80114079,3.686800208,4.020718188,3.560502332,8.58950041,12.94155005
Europe & Central Asia,ECS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13424257,5.567016947,5.402444427,8.246788915,9.078401496,7.376430045,7.277627631,9.31963474,4.523040433,6.212004399,4.714604932,3.319139594,4.339236616,4.068100945,3.498123584,3.440363779,3.495437568,3.257787407,3.608974038,4.276253244,5.148666352,1.865577908,1.89207786,2.62353335,2.108272975,1.519177127,1.34078334,1.330386128,1.327752223,1.843406921,2.11196529,2.367725614,1.961308972,3.773237086,8.299640923
Ecuador,ECU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,-11.32044296,-9.993765309,17.68542543,14.52778133,2.9945783,2.117153971,0.47318746,-0.775245445,15.14820258,-13.93638063,-9.478970323,10.1496458,7.197484165,52.47955888,5.575828937,9.493713596,19.36071807,2.289897244,14.61446095,21.63569219,15.49144586,-9.182174017,-13.64482526,-3.921354917,-2.440139639,-13.6904244,-8.701013985,-11.6138012,5.367978414,5.813629203,6.889320383,4.303229428,2.64177089,15.00871935,5.222553228,1.490154815,7.006173042,-3.782679235,-26.29999283,-7.714066764,28.41427846,12.08527442,10.59308704,4.261845701,7.732711011,8.000910822,6.650502273,13.8473189,0.655537559,7.46507997,5.662656747,4.985253061,3.095049013,3.030703069,-2.491020758,1.901646775,1.946398244,1.818873571,0.495450028,-0.399099296,2.579330935,5.264812773
"Egypt, Arab Rep.",EGY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,1.609971438,0.39602687,0.915371108,0.86229514,5.46455768,2.751197621,2.832013293,1.801431153,0.806310205,12.51617369,1.326729702,3.399093619,7.352615043,9.424979917,9.663879251,11.53327899,12.33791714,9.547621692,23.49986564,12.43086652,-2.198235381,24.73085897,12.71186441,8.247452608,11.57604176,12.87517165,12.46937254,13.41755434,19.13740485,17.74305136,16.12527118,18.35078068,8.429105389,8.448871563,11.3997415,7.107667448,9.876277429,2.377681489,0.91943542,3.944406992,1.867699844,3.165579067,6.777493606,11.66990834,6.212729506,7.359977731,12.59573982,12.20398446,11.18554227,10.10686463,11.66297635,19.48287747,8.712674575,11.2476245,9.93088973,6.245663134,29.51847983,21.17482082,13.61809591,6.176934098,4.847156432,10.42578924
