"date,time,abbreviation_canton,ncumul_conf,current_hosp,new_hosp,current_icu,ncumul_released,ncumul_deceased,nneg_test,num_isolated,total_vaccinations,first_doses,second_doses,third_doses,booster_first,booster_second,doses_delivered,source"
"2020-09-11,10:00,TG,635,3,0,1,84,20,376,31,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-12,10:00,TG,640,3,0,1,84,20,212,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-13,10:00,TG,641,3,0,1,84,20,87,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-14,10:00,TG,644,3,0,2,84,20,334,55,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-15,10:00,TG,663,3,0,2,84,20,432,55,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-16,10:00,TG,665,3,0,2,84,20,425,53,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-17,10:00,TG,677,3,0,2,84,20,348,61,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-18,10:00,TG,689,4,1,2,84,20,278,65,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-19,10:00,TG,690,4,0,2,84,20,214,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-20,10:00,TG,690,4,0,2,84,20,57,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-21,10:00,TG,692,4,1,2,85,20,251,71,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-22,10:00,TG,693,3,0,2,86,20,682,43,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-23,10:00,TG,699,4,1,2,86,20,337,40,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-24,10:00,TG,702,4,0,2,86,20,290,32,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-25,10:00,TG,708,4,0,2,86,20,276,32,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-26,10:00,TG,710,3,0,2,87,20,131,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-27,10:00,TG,715,4,1,2,87,20,85,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-28,10:00,TG,718,3,0,2,88,20,193,35,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-29,10:00,TG,725,4,1,2,88,20,360,29,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-09-30,10:00,TG,734,3,0,1,89,20,353,33,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-01,10:00,TG,740,4,1,1,89,20,356,38,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-02,10:00,TG,754,4,0,1,89,20,355,38,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-03,10:00,TG,765,4,0,1,89,20,223,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-04,10:00,TG,772,4,0,1,89,20,125,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-05,10:00,TG,781,5,1,1,89,20,233,54,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-06,10:00,TG,806,3,0,1,91,20,343,61,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-07,10:00,TG,830,6,3,1,91,20,345,77,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-08,10:00,TG,866,5,0,1,92,20,337,95,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-09,10:00,TG,902,5,0,1,92,20,356,120,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-10,10:00,TG,902,6,1,2,92,20,206,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-11,10:00,TG,917,8,2,2,92,20,115,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-12,10:00,TG,926,9,2,2,93,20,250,154,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-13,10:00,TG,974,10,2,2,94,20,442,166,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-14,10:00,TG,1029,10,2,2,96,20,425,155,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-15,10:00,TG,1104,16,7,2,97,20,419,181,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-16,10:00,TG,1150,18,4,2,99,20,484,193,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-17,10:00,TG,1268,20,3,2,100,20,221,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-18,10:00,TG,1272,24,5,4,101,20,209,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-19,10:00,TG,1308,27,6,6,104,22,439,287,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-20,10:00,TG,1466,24,3,5,110,22,607,372,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-21,10:00,TG,1597,20,2,5,116,23,573,449,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-22,10:00,TG,1762,22,5,7,119,23,682,445,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-23,10:00,TG,1890,28,9,6,122,26,672,498,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-24,10:00,TG,2020,34,6,6,122,27,528,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-25,10:00,TG,2074,39,6,6,123,29,292,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-26,10:00,TG,2212,36,4,5,130,30,558,815,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-27,10:00,TG,2515,37,6,5,135,31,781,609,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-28,10:00,TG,2713,41,6,5,137,32,287,745,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-29,10:00,TG,2877,39,6,4,145,35,823,826,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-30,10:00,TG,3032,39,8,5,153,37,849,1002,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-10-31,10:00,TG,3177,41,7,6,158,41,399,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-01,10:00,TG,3228,46,5,7,158,42,282,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-02,10:00,TG,3372,51,9,9,162,46,580,1330,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-03,10:00,TG,3579,53,10,11,170,49,730,1359,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-04,10:00,TG,3750,53,8,9,178,52,715,1108,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-05,10:00,TG,3984,55,8,9,184,54,695,992,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-06,10:00,TG,4131,58,8,11,189,60,646,1014,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-07,10:00,TG,4204,58,8,12,197,61,445,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-08,10:00,TG,4253,62,7,11,200,66,147,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-09,10:00,TG,4372,63,6,10,205,70,556,924,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-10,10:00,TG,4536,62,6,10,212,72,713,849,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-11,10:00,TG,4746,66,10,13,218,73,620,824,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-12,10:00,TG,4877,66,4,13,222,75,654,816,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-13,10:00,TG,4948,68,8,12,228,78,555,890,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-14,10:00,TG,5021,71,8,12,233,81,272,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-15,10:00,TG,5075,77,7,15,234,81,145,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-16,10:00,TG,5222,72,10,16,249,82,489,774,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-17,10:00,TG,5343,72,10,17,259,82,615,701,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-18,10:00,TG,5516,70,7,16,268,85,587,749,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-19,10:00,TG,5645,65,5,17,278,85,579,724,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-20,10:00,TG,5737,66,9,18,286,86,617,791,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-21,10:00,TG,5848,66,5,22,291,86,404,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-22,10:00,TG,5883,67,4,22,294,88,124,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-23,10:00,TG,5980,57,6,22,310,90,545,751,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-24,10:00,TG,6164,54,4,22,317,92,798,693,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-25,10:00,TG,6333,55,6,22,322,95,722,773,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-26,10:00,TG,6459,56,6,20,327,99,555,846,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-27,10:00,TG,6554,65,10,20,328,103,675,864,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-28,10:00,TG,6692,69,9,22,333,105,396,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-29,10:00,TG,6753,75,7,20,334,110,142,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-11-30,10:00,TG,6908,71,8,19,346,115,647,834,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-01,10:00,TG,7038,71,6,20,352,117,733,780,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-02,10:00,TG,7261,71,12,22,364,119,884,847,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-03,10:00,TG,7444,73,10,20,372,125,804,891,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-04,10:00,TG,7550,71,11,21,385,128,706,968,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-05,10:00,TG,7734,69,3,21,390,133,386,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-06,10:00,TG,7808,78,11,23,392,136,190,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-07,10:00,TG,7972,82,7,23,395,138,622,1002,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-08,10:00,TG,8270,86,12,22,403,142,828,949,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-09,10:00,TG,8488,90,15,23,414,147,920,1093,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-10,10:00,TG,8713,88,11,23,427,149,932,1200,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-11,10:00,TG,8890,78,7,22,444,156,844,1286,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-12,10:00,TG,8972,84,12,22,450,160,495,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-13,10:00,TG,9100,87,6,22,453,166,250,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-14,10:00,TG,9299,81,7,21,466,170,869,1190,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-15,10:00,TG,9590,81,11,21,477,175,960,1145,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-16,10:00,TG,9851,86,16,20,488,179,1008,1264,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-17,10:00,TG,10051,80,8,21,502,183,943,1359,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-18,10:00,TG,10233,84,12,23,510,189,961,1368,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-19,10:00,TG,10343,89,10,23,515,196,463,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-20,10:00,TG,10440,90,6,23,520,204,239,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-21,10:00,TG,10640,91,12,25,531,205,895,1262,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-22,10:00,TG,10858,94,10,25,538,208,1217,1178,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-23,10:00,TG,11059,87,12,24,557,217,1200,1277,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-24,10:00,TG,11218,80,7,25,571,222,738,1296,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-25,10:00,TG,11269,77,10,22,584,230,144,1272,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-26,10:00,TG,11324,80,11,17,592,242,243,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-27,10:00,TG,11435,79,5,16,598,249,241,,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-28,10:00,TG,11607,85,15,17,607,253,654,961,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-29,10:00,TG,11755,81,6,15,617,255,773,857,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-30,10:00,TG,11962,85,12,16,625,261,684,928,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2020-12-31,10:00,TG,12086,75,5,17,640,271,501,967,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-01,10:00,TG,12116,75,10,16,650,272,153,808,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-02,10:00,TG,12198,86,14,17,653,281,337,790,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-03,10:00,TG,12281,91,9,16,657,289,245,687,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-04,10:00,TG,12452,86,7,16,669,296,705,650,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-05,10:00,TG,12606,83,7,15,679,302,970,616,,,,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-06,10:00,TG,12762,75,3,17,690,305,718,650,568,567,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-07,10:00,TG,12903,69,6,17,702,313,707,616,854,853,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-08,10:00,TG,12977,66,9,17,714,317,859,726,1079,1078,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-09,10:00,TG,13068,68,6,15,718,323,355,858,1079,1078,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-10,10:00,TG,13092,71,4,15,719,328,124,875,1079,1078,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-11,10:00,TG,13188,78,9,14,721,332,778,945,1083,1082,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-12,10:00,TG,13246,69,4,16,734,335,795,1020,1182,1181,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-13,10:00,TG,13335,61,3,15,745,344,608,1025,1393,1392,1,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-14,10:00,TG,13437,56,4,16,754,349,548,858,1653,1651,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-15,10:00,TG,13482,50,5,17,765,356,443,859,1895,1893,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-16,10:00,TG,13516,51,5,17,769,359,361,703,1895,1893,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-17,10:00,TG,13533,53,2,18,769,362,155,707,1895,1893,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-18,10:00,TG,13621,52,5,17,775,364,758,658,2166,2164,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-19,10:00,TG,13673,53,4,18,778,370,910,528,2479,2477,2,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-20,10:00,TG,13739,47,1,18,785,373,591,509,2971,2968,3,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-21,10:00,TG,13791,40,3,17,795,377,729,511,3548,3473,75,,,,15075,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-22,10:00,TG,13850,36,3,15,802,380,550,506,4029,3888,141,,,,975,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-23,10:00,TG,13889,37,1,13,802,380,350,486,4029,3888,141,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-24,10:00,TG,13902,37,1,13,803,380,103,434,4029,3888,141,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-25,10:00,TG,13976,39,6,14,807,381,605,401,4658,4451,207,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-26,10:00,TG,13998,36,2,15,812,383,700,425,5604,5331,273,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-27,10:00,TG,14052,34,2,14,816,384,636,423,6407,6116,291,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-28,10:00,TG,14094,33,2,16,819,386,922,414,7259,6897,362,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-29,10:00,TG,14131,33,4,15,823,388,665,439,7942,7479,463,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-30,10:00,TG,14190,34,2,15,824,388,402,377,8383,7919,464,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-01-31,10:00,TG,14207,33,1,15,826,389,288,358,8828,8364,464,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-01,10:00,TG,14263,31,2,14,830,391,628,358,9352,8821,531,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-02,10:00,TG,14297,26,1,14,836,391,664,375,10200,9603,597,,,,1100,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-03,10:00,TG,14350,28,2,13,836,391,652,377,10776,10176,600,,,,975,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-04,10:00,TG,14372,26,3,13,841,396,790,395,11496,10872,624,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-05,10:00,TG,14398,26,2,13,843,397,540,368,12153,11527,626,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-06,10:00,TG,14418,24,0,13,845,399,356,335,12483,11815,668,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-07,10:00,TG,14427,25,1,13,845,400,212,310,12636,11968,668,,,,7500,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-08,10:00,TG,14467,22,1,14,849,401,759,285,13564,12576,988,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-09,10:00,TG,14488,24,2,14,849,405,756,263,14518,13298,1220,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-10,10:00,TG,14533,23,0,14,850,406,777,274,15320,13949,1371,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-11,10:00,TG,14559,21,3,13,855,408,708,262,16371,14771,1600,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-12,10:00,TG,14592,18,1,12,859,408,611,264,17239,15469,1770,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-13,10:00,TG,14617,20,2,12,859,408,369,260,17692,15922,1770,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-14,10:00,TG,14625,22,2,12,859,409,128,240,17881,16111,1770,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-15,10:00,TG,14652,21,3,11,863,412,796,232,18535,16521,2014,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-16,10:00,TG,14692,22,3,11,865,412,710,231,19360,16921,2439,,,,2925,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-17,10:00,TG,14739,20,0,11,867,412,786,259,19897,17086,2811,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-18,10:00,TG,14765,23,5,12,869,412,723,270,20708,17301,3407,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-19,10:00,TG,14819,27,4,13,869,412,579,256,21341,17531,3810,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-20,10:00,TG,14857,27,1,12,870,413,443,304,21566,17756,3810,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-21,10:00,TG,14861,28,1,12,870,414,169,288,21735,17925,3810,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-22,10:00,TG,14902,25,1,13,874,414,717,280,22299,18158,4141,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-23,10:00,TG,14938,24,3,12,878,415,647,286,23111,18427,4684,,,,2925,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-24,10:00,TG,14970,23,2,12,881,416,636,296,23748,18640,5108,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-25,10:00,TG,14976,22,0,11,882,417,683,307,24778,18900,5878,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-26,10:00,TG,15017,22,1,10,883,417,762,289,25426,18990,6436,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-27,10:00,TG,15052,23,1,10,883,417,401,233,25877,19002,6875,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-02-28,10:00,TG,15063,22,0,9,884,418,184,262,26333,19016,7317,,,,5900,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-01,10:00,TG,15092,16,2,9,892,419,653,242,26861,19053,7808,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-02,10:00,TG,15127,15,2,9,895,421,605,239,27611,19143,8468,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-03,10:00,TG,15181,14,0,8,896,421,664,262,28409,19289,9120,,,,4875,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-04,10:00,TG,15186,12,0,8,898,421,786,269,29036,19328,9708,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-05,10:00,TG,15213,13,2,8,899,421,785,224,29810,19423,10387,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-06,10:00,TG,15261,14,1,8,899,421,450,236,30144,19467,10677,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-07,10:00,TG,15284,15,2,9,900,421,194,278,30471,19633,10838,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-08,10:00,TG,15335,14,5,8,906,421,777,262,31128,19684,11444,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-09,10:00,TG,15377,14,0,8,906,421,945,274,31725,19880,11845,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-10,10:00,TG,15422,18,4,8,906,421,753,304,32631,20144,12487,,,,1950,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-11,10:00,TG,15428,15,1,8,910,421,748,293,33466,20343,13123,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
"2021-03-12,10:00,TG,15461,15,2,7,912,421,708,303,34211,20674,13537,,,,,https://www.tg.ch/news/fachstab-gesundheit-coronavirus.html/10552"
